# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTime90PNs,1756309623465000000,1756309682051000000,0
FlushQueue.executionTimeAvgNs,1756309623465000000,1756309682051000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1756309623465000000,1756309682051000000,0
AWTEventQueue.dispatchTimeAvgNs,1756309623465000000,1756309682051000000,0.0
AWTEventQueue.eventsDispatched,1756309623465000000,1756309682051000000,0
NonBlockingReadAction.finalizedExecutionsCount,1756309623465000000,1756309682051000000,100
FlushQueue.waitingTime90PNs,1756309623465000000,1756309682051000000,0
NonBlockingReadAction.failedExecutionsCount,1756309623465000000,1756309682051000000,6
AWTEventQueue.dispatchTimeTotalNS,1756309623465000000,1756309682051000000,3248193983
NonBlockingReadAction.finalizedExecutionTimeUs,1756309623465000000,1756309682051000000,1348413
NonBlockingReadAction.failedExecutionTimeUs,1756309623465000000,1756309682051000000,516681
FlushQueue.waitingTimeAvgNs,1756309623465000000,1756309682051000000,0.0
FlushQueue.queueSizeMax,1756309623465000000,1756309682051000000,0
ReadAction.executionsCount,1756309623465000000,1756309682051000000,579578
AWTEventQueue.dispatchTime90PNs,1756309623465000000,1756309682051000000,0
FlushQueue.queueSize90P,1756309623465000000,1756309682051000000,0
FlushQueue.executionTimeMaxNs,1756309623465000000,1756309682051000000,0
FlushQueue.queueSizeAvg,1756309623465000000,1756309682051000000,0.0
FlushQueue.tasksExecuted,1756309623465000000,1756309682051000000,0
FlushQueue.waitingTimeMaxNs,1756309623465000000,1756309682051000000,0
WriteAction.executionsCount,1756309623465000000,1756309682051000000,34
workspaceModel.sync.entities.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1756309623465000000,1756309682051000000,12
jps.load.project.to.empty.storage.ms,1756309623465000000,1756309682051000000,185
workspaceModel.mutableEntityStorage.entities.ms,1756309623465000000,1756309682051000000,0
workspaceModel.moduleBridge.before.changed.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1756309623465000000,1756309682051000000,2
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1756309623465000000,1756309682051000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1756309623465000000,1756309682051000000,2
jps.save.changed.project.entities.ms,1756309623465000000,1756309682051000000,6
jps.reload.project.entities.ms,1756309623465000000,1756309682051000000,0
jps.global.initialize.library.bridges.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1756309623465000000,1756309682051000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1756309623465000000,1756309682051000000,4
jps.library.entities.serializer.load.entities.ms,1756309623465000000,1756309682051000000,1
workspaceModel.global.apply.state.to.project.ms,1756309623465000000,1756309682051000000,3
workspaceModel.mutableEntityStorage.referrers.ms,1756309623465000000,1756309682051000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1756309623465000000,1756309682051000000,0
jps.global.get.libraries.ms,1756309623465000000,1756309682051000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1756309623465000000,1756309682051000000,0
workspaceModel.do.save.caches.ms,1756309623465000000,1756309682051000000,260
workspaceModel.moduleBridgeLoader.loading.modules.ms,1756309623465000000,1756309682051000000,552
workspaceModel.load.cache.from.file.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1756309623465000000,1756309682051000000,0
workspaceModel.save.cache.to.file.ms,1756309623465000000,1756309682051000000,254
jps.global.handle.changed.events.ms,1756309623465000000,1756309682051000000,0
jps.global.get.library.by.name.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.instances.count,1756309623465000000,1756309682051000000,41
jps.save.global.entities.ms,1756309623465000000,1756309682051000000,8
jps.artifact.entities.serializer.load.entities.ms,1756309623465000000,1756309682051000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1756309623465000000,1756309682051000000,27
workspaceModel.mutableEntityStorage.collect.changes.ms,1756309623465000000,1756309682051000000,7
jps.global.handle.before.change.events.ms,1756309623465000000,1756309682051000000,0
jps.app.storage.content.reader.load.component.ms,1756309623465000000,1756309682051000000,1
jps.load.initial.state.ms,1756309623465000000,1756309682051000000,14
workspaceModel.load.cache.metadata.from.file.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1756309623465000000,1756309682051000000,0
jps.global.get.library.ms,1756309623465000000,1756309682051000000,0
jps.facet.change.listener.init.bridge.ms,1756309623465000000,1756309682051000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1756309623465000000,1756309682051000000,0
workspaceModel.global.updates.count,1756309623465000000,1756309682051000000,1
jps.apply.loaded.storage.ms,1756309623465000000,1756309682051000000,228
workspaceModel.moduleManagerBridge.create.module.instance.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1756309623465000000,1756309682051000000,45
workspaceModel.moduleBridge.update.option.ms,1756309623465000000,1756309682051000000,0
jps.artifact.entities.serializer.save.entities.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1756309623465000000,1756309682051000000,9
jps.project.serializers.save.ms,1756309623465000000,1756309682051000000,5
workspaceModel.global.updates.ms,1756309623465000000,1756309682051000000,4
workspaceModel.moduleManagerBridge.load.all.modules.ms,1756309623465000000,1756309682051000000,98
jps.facet.change.listener.before.change.events.ms,1756309623465000000,1756309682051000000,0
jps.project.serializers.load.ms,1756309623465000000,1756309682051000000,112
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1756309623465000000,1756309682051000000,0
workspaceModel.orphan.listener.update.ms,1756309623465000000,1756309682051000000,11
jps.global.initialize.library.bridges.after.loading.ms,1756309623465000000,1756309682051000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1756309623465000000,1756309682051000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1756309623465000000,1756309682051000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1756309623465000000,1756309682051000000,0
jps.module.iml.entities.serializer.save.entities.ms,1756309623465000000,1756309682051000000,0
jps.module.iml.entities.serializer.load.entities.ms,1756309623465000000,1756309682051000000,58
workspaceModel.mutableEntityStorage.replace.by.source.ms,1756309623465000000,1756309682051000000,9
workspaceModel.moduleBridge.facet.initialization.ms,1756309623465000000,1756309682051000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1756309623465000000,1756309682051000000,0
jps.facet.change.listener.process.change.events.ms,1756309623465000000,1756309682051000000,0
jps.app.storage.content.writer.save.component.ms,1756309623465000000,1756309682051000000,2
workspaceModel.mutableEntityStorage.add.entity.ms,1756309623465000000,1756309682051000000,125
jps.library.entities.serializer.save.entities.ms,1756309623465000000,1756309682051000000,0
jps.storage.jps.conf.reader.load.component.ms,1756309623465000000,1756309682051000000,6
workspaceModel.cachedValueWithParameters.clear.count,1756309623465000000,1756309682051000000,0
workspaceModel.replace.project.model.ms,1756309623465000000,1756309682051000000,0
workspaceModel.on.before.changed.ms,1756309623465000000,1756309682051000000,106
workspaceModel.workspaceFileIndexData.processFileSets.ms,1756309623465000000,1756309682051000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1756309623465000000,1756309682051000000,0
workspaceModel.workspaceFileIndexData.instances.count,1756309623465000000,1756309682051000000,1
workspaceModel.update.unloaded.entities.ms,1756309623465000000,1756309682051000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1756309623465000000,1756309682051000000,0
workspaceModel.workspaceFileIndexData.init.ms,1756309623465000000,1756309682051000000,16
workspaceModel.on.changed.ms,1756309623465000000,1756309682051000000,132
workspaceModel.updates.count,1756309623465000000,1756309682051000000,7
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1756309623465000000,1756309682051000000,37
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1756309623465000000,1756309682051000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1756309623465000000,1756309682051000000,0
workspaceModel.cachedValue.clear.count,1756309623465000000,1756309682051000000,6
workspaceModel.loading.from.cache.ms,1756309623465000000,1756309682051000000,39
workspaceModel.workspaceFileIndexData.getPackageName.ms,1756309623465000000,1756309682051000000,0
workspaceModel.cachedValue.calculated.count,1756309623465000000,1756309682051000000,24
workspaceModel.collect.changes.ms,1756309623465000000,1756309682051000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1756309623465000000,1756309682051000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1756309623465000000,1756309682051000000,28
workspaceModel.workspaceFileIndexData.markDirty.ms,1756309623465000000,1756309682051000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1756309623465000000,1756309682051000000,11
workspaceModel.check.recursive.update.ms,1756309623465000000,1756309682051000000,2
