# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1756058168054000000,1756058221216000000,0
workspaceModel.global.updates.ms,1756058168054000000,1756058221216000000,12
jps.artifact.entities.serializer.load.entities.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1756058168054000000,1756058221216000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1756058168054000000,1756058221216000000,3
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1756058168054000000,1756058221216000000,2
jps.save.global.entities.ms,1756058168054000000,1756058221216000000,8
workspaceModel.do.save.caches.ms,1756058168054000000,1756058221216000000,93
workspaceModel.moduleManagerBridge.load.all.modules.ms,1756058168054000000,1756058221216000000,31
jps.reload.project.entities.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1756058168054000000,1756058221216000000,1
workspaceModel.load.cache.metadata.from.file.ms,1756058168054000000,1756058221216000000,14
jps.project.serializers.load.ms,1756058168054000000,1756058221216000000,238
workspaceModel.moduleBridge.update.option.ms,1756058168054000000,1756058221216000000,0
jps.artifact.entities.serializer.save.entities.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1756058168054000000,1756058221216000000,2
jps.global.get.libraries.ms,1756058168054000000,1756058221216000000,0
jps.facet.change.listener.before.change.events.ms,1756058168054000000,1756058221216000000,0
jps.facet.change.listener.init.bridge.ms,1756058168054000000,1756058221216000000,0
jps.global.get.library.by.name.ms,1756058168054000000,1756058221216000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1756058168054000000,1756058221216000000,0
jps.save.changed.project.entities.ms,1756058168054000000,1756058221216000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1756058168054000000,1756058221216000000,0
workspaceModel.orphan.listener.update.ms,1756058168054000000,1756058221216000000,3
workspaceModel.moduleManagerBridge.newModule.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1756058168054000000,1756058221216000000,21
jps.global.initialize.library.bridges.after.loading.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1756058168054000000,1756058221216000000,14
jps.storage.jps.conf.reader.load.component.ms,1756058168054000000,1756058221216000000,7
jps.library.entities.serializer.save.entities.ms,1756058168054000000,1756058221216000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1756058168054000000,1756058221216000000,0
workspaceModel.mutableEntityStorage.entities.ms,1756058168054000000,1756058221216000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1756058168054000000,1756058221216000000,1
jps.global.initialize.library.bridges.ms,1756058168054000000,1756058221216000000,0
workspaceModel.load.cache.from.file.ms,1756058168054000000,1756058221216000000,152
workspaceModel.sync.entities.ms,1756058168054000000,1756058221216000000,0
